sample_id,dice,iou,sensitivity,specificity,precision,accuracy
20587612,0.49842602308499473,0.33193570929419985,0.9787087912087912,0.9891172589455595,0.3343500703894885,0.9890594482421875
20588190,0.733179626912597,0.5787557908669755,0.939312567132116,0.9955432953488909,0.6012375386730835,0.9951438903808594
20588334,0.7326004078375743,0.5780342777194823,0.8689662425070985,0.9810556732044253,0.6332285998927121,0.97698974609375
20588536,0.7915675762828006,0.6550366911274182,0.7012569632909584,0.9960184088143079,0.908577773665217,0.9802742004394531
20588680,0.9681763875312263,0.9383157894736842,0.986280150475769,0.9962141698215251,0.9507252559726962,0.9955291748046875
22427705,0.8285356695869838,0.7072649572649573,0.9928014397120576,0.9974162785965748,0.7109106529209622,0.9973869323730469
22580038,0.7186355924636129,0.5608362369337979,0.7609682299546142,0.9926534712056561,0.6807646760277449,0.9879798889160156
22614266,0.623941605839416,0.4534266921281562,0.677337559429477,0.9939843004915266,0.5783491204330176,0.99017333984375
22614522,0.7179827471798275,0.5600414078674948,0.999384236453202,0.9951097804391218,0.5602347255781843,0.9951362609863281
22670673,0.6328369905956113,0.4628833476640871,0.9835566382460414,0.9929098433025466,0.46649335644136336,0.9928512573242188
22670809,0.770866004530406,0.6271618939608733,0.7119407788863856,0.9983786100055204,0.8404255319148937,0.9949836730957031
24055502,0.0,0.0,0.0,0.9954455316921454,0.0,0.9938392639160156
27829134,0.8259869681870449,0.7035586026771139,0.7528384279475983,0.996800880755024,0.9148800679261303,0.98614501953125
30011553,0.39425587467362927,0.24552845528455283,0.2755474452554745,0.9994866844411756,0.6926605504587156,0.9964599609375
50996406,0.8928058348988839,0.8063679009881226,0.9909235864099105,0.9926532829903422,0.81236802413273,0.9925994873046875
50997461,0.0,0.0,0.0,1.0,1.0,0.9966659545898438
51048738,0.027824151363383415,0.014108352144469526,0.027292576419213975,0.9967231690324161,0.028376844494892167,0.9933357238769531
51049053,0.7376861397479955,0.5843920145190563,0.6035613870665417,0.9998659399334296,0.9484536082474226,0.9982528686523438
53581406,0.3692083181320686,0.22639821029082774,0.9941060903732809,0.9934030232958129,0.22670250896057348,0.9934043884277344
