checkpoint,dataset,epochs_completed,fold,iterations_completed,n_test_patients,n_test_rows,n_train_patients,n_train_rows,n_validation_patients,n_validation_rows,test_accuracy,test_dice,test_iou,test_loss,test_precision,test_relative_area_diff,test_sensitivity,test_specificity,training_seconds,val_accuracy,val_dice,val_iou,val_loss,val_precision,val_relative_area_diff,val_sensitivity,val_specificity
VersaMammo/downstream/Segment/saved_model/ZGT_VersaMammo_CV_fold0/VersaMammo_SEG_MamaMIA.pth.pth,ZGT_VersaMammo_CV_fold0,65,0.0,715,21,57,36,82,10,20,0.9859722204375685,0.47677323079269185,0.3746346694555573,0.6315200673906427,0.6772787142952159,0.7974479231942315,0.48614629990236374,0.9947877537094498,494.9088177680969,0.9940404891967773,0.5611913956037091,0.4810688736607764,0.4892934665083885,0.677707196476352,0.43752977081917044,0.5852060502168676,0.9976032872878788
VersaMammo/downstream/Segment/saved_model/ZGT_VersaMammo_CV_fold1/VersaMammo_SEG_MamaMIA.pth.pth,ZGT_VersaMammo_CV_fold1,39,1.0,390,21,57,37,78,9,24,0.9827340778551603,0.4766694553000349,0.3600566169825658,1.0702897074975466,0.4912267785904035,1.4649703670041647,0.6341682804101517,0.9880040342642058,340.5223922729492,0.9845678011576334,0.4581258620041626,0.31521329948989935,0.9891449958086014,0.4370666866088906,1.6774119378028594,0.7125742770910243,0.986260759281568
VersaMammo/downstream/Segment/saved_model/ZGT_VersaMammo_CV_fold2/VersaMammo_SEG_MamaMIA.pth.pth,ZGT_VersaMammo_CV_fold2,61,2.0,671,21,57,37,84,9,18,0.9858673497250205,0.4772743564362311,0.3756122416038558,0.6645564355871134,0.6323939928100293,0.8751733457922158,0.5261541033158806,0.9935480894289047,474.6113991737366,0.9937898847791884,0.5575461146057434,0.4487538350458208,0.5142102150453461,0.6685081369143367,0.5557696710539565,0.6171164770778126,0.9968937599025942
VersaMammo/downstream/Segment/saved_model/ZGT_VersaMammo_CV_fold3/VersaMammo_SEG_MamaMIA.pth.pth,ZGT_VersaMammo_CV_fold3,64,3.0,640,21,57,37,79,9,23,0.985304313793517,0.4826201687216727,0.3815868992717555,0.6402083904596797,0.6931836510625476,0.8153576524929381,0.530525981255629,0.9947146365101383,599.7649569511414,0.9947405276091202,0.5424979049616039,0.43284731879304944,0.5277279110058494,0.5770917421146907,1.0348110013655611,0.6397882034174615,0.9971021854417499
VersaMammo/downstream/Segment/saved_model/ZGT_VersaMammo_CV_fold4/VersaMammo_SEG_MamaMIA.pth.pth,ZGT_VersaMammo_CV_fold4,49,4.0,539,21,57,37,85,9,17,0.9851146497224507,0.5023896991505515,0.3866718717875709,0.6855372705480509,0.5210727293845914,1.2898397629009555,0.6186268878514493,0.9923042413202932,353.8148455619812,0.9794082641601562,0.5414856520345274,0.3937812895485873,0.6429576225140515,0.6341448382513553,0.5622766474695188,0.5674803414113867,0.9932269741688424
