accuracy,dice,image_id,iou,precision,sensitivity,specificity
0.6507768630981445,0.17055619103706807,3_L_CC_R1,0.09322843926742538,0.11916767162657906,0.2998677838664458,0.6985083811471857
0.9035148620605469,0.48263906644711946,3_L_MLO_R1,0.3180779574422194,1.0,0.3180779574422194,1.0
0.8814048767089844,0.37050235892036365,4_R_CC_R2,0.22737213579203738,1.0,0.22737213579203738,1.0
0.8422517776489258,0.2495133957941063,4_R_MLO_R2,0.1425394488564497,1.0,0.1425394488564497,1.0
0.6656970977783203,0.1783966474161854,6_L_CC_R1,0.09793385984009223,0.1401886027922054,0.24523475055739563,0.7387333639284075
