cached_image_finite_fraction,cached_image_max,cached_image_mean,cached_image_min,cached_image_nonzero_pixels,cached_image_numel,cached_image_shape,cached_image_std,cached_mask_finite_fraction,cached_mask_max,cached_mask_mean,cached_mask_min,cached_mask_nonzero_pixels,cached_mask_numel,cached_mask_shape,cached_mask_std,gt_positive_pixels_at_0.5,image_name,model_input_finite_fraction,model_input_max,model_input_mean,model_input_min,model_input_nonzero_pixels,model_input_numel,model_input_shape,model_input_std,possible_double_scaling,prediction_positive_pixels,probability_finite_fraction,probability_max,probability_mean,probability_min,probability_nonzero_pixels,probability_numel,probability_shape,probability_std,processed_mask_finite_fraction,processed_mask_max,processed_mask_mean,processed_mask_min,processed_mask_nonzero_pixels,processed_mask_numel,processed_mask_shape,processed_mask_std
1.0,0.00895909033715725,0.0015816431259736419,0.0002517777029424906,786432,786432,3x512x512,0.0011314083822071552,1.0,1.0,0.07659912109375,0.0,20080,262144,1x512x512,0.26595431566238403,0,ISPY1_1199,1.0,-0.9999297261238098,-0.9999876618385315,-0.9999980330467224,786432,786432,3x512x512,8.874105333234183e-06,True,0,1.0,0.0001753505493979901,1.87777477549389e-05,2.39996279560728e-06,262144,262144,1x512x512,1.3487302567227744e-05,1.0,0.003921568859368563,0.0003003887250088155,0.0,20080,262144,1x512x512,0.001042958116158843
1.0,0.009338663890957832,0.001500088139437139,3.0518509447574615e-05,786432,786432,3x512x512,0.0015453953528776765,1.0,1.0,0.01253509521484375,0.0,3286,262144,1x512x512,0.11125630885362625,0,ISPY1_1201,1.0,-0.999926745891571,-0.999988317489624,-0.9999997615814209,786432,786432,3x512x512,1.2124439308536239e-05,True,0,1.0,0.07793011516332626,5.702186535927467e-05,2.3819382022338687e-06,262144,262144,1x512x512,0.0011830762960016727,1.0,0.003921568859368563,4.915723548037931e-05,0.0,3286,262144,1x512x512,0.00043629927677102387
1.0,0.0072634052485227585,0.0008761414210312068,0.0,786429,786432,3x512x512,0.0009897785494104028,1.0,1.0,0.003704071044921875,0.0,971,262144,1x512x512,0.060748256742954254,0,ISPY1_1202,1.0,-0.9999430179595947,-0.9999931454658508,-1.0,786432,786432,3x512x512,7.767645911371801e-06,True,0,1.0,0.00017273948469664901,1.5557880033156835e-05,2.445130576234078e-06,262144,262144,1x512x512,7.5635011853592005e-06,1.0,0.003921568859368563,1.4525769074680284e-05,0.0,971,262144,1x512x512,0.00023822847288101912
1.0,0.014997940510511398,0.0017074787756428123,0.00011444441042840481,786432,786432,3x512x512,0.0017377091571688652,1.0,1.0,0.030609130859375,0.0,8024,262144,1x512x512,0.1722562462091446,0,ISPY1_1203,1.0,-0.9998823404312134,-0.9999866485595703,-0.9999991059303284,786432,786432,3x512x512,1.3629804925585631e-05,True,0,1.0,0.12197452783584595,0.0024302653037011623,2.4096984816424083e-06,262144,262144,1x512x512,0.016124337911605835,1.0,0.003921568859368563,0.00012003581650787964,0.0,8024,262144,1x512x512,0.0006755146896466613
1.0,0.012203589081764221,0.0015054052928462625,9.91851557046175e-05,786432,786432,3x512x512,0.001222791033796966,1.0,1.0,0.1638641357421875,0.0,42956,262144,1x512x512,0.37015223503112793,0,ISPY1_1208,1.0,-0.9999042749404907,-0.9999882578849792,-0.9999992251396179,786432,786432,3x512x512,9.591093657945748e-06,True,0,1.0,0.0025697224773466587,2.3505937861045823e-05,2.3596317078045104e-06,262144,262144,1x512x512,6.15369135630317e-05,1.0,0.003921568859368563,0.0006426044274121523,0.0,42956,262144,1x512x512,0.0014515775255858898
1.0,0.011858347803354263,0.0014533208450302482,0.00011635181726887822,786432,786432,3x512x512,0.0015558734303340316,1.0,1.0,0.036163330078125,0.0,9480,262144,1x512x512,0.186696395277977,0,ISPY1_1210,1.0,-0.9999070167541504,-0.9999886155128479,-0.9999991059303284,786432,786432,3x512x512,1.2203512596897781e-05,True,0,1.0,0.12191231548786163,0.0012199983466416597,2.1573023332166485e-06,262144,262144,1x512x512,0.011119473725557327,1.0,0.003921568859368563,0.00014181698497850448,0.0,9480,262144,1x512x512,0.0007321427692659199
1.0,0.9846311211585999,0.07318700104951859,0.0,400830,786432,3x512x512,0.11409691721200943,1.0,1.0,0.027557373046875,0.0,7224,262144,1x512x512,0.16370083391666412,0,ISPY1_1215,1.0,-0.9922773838043213,-0.9994259476661682,-1.0,786432,786432,3x512x512,0.0008948776521719992,True,0,1.0,0.16307879984378815,0.004709883127361536,1.1728143363143317e-06,262144,262144,1x512x512,0.0230415016412735,1.0,0.003921568859368563,0.00010806813952513039,0.0,7224,262144,1x512x512,0.0006419640849344432
1.0,0.0098574785515666,0.0012657212791964412,3.0518509447574615e-05,786432,786432,3x512x512,0.0011663560289889574,1.0,1.0,0.019775390625,0.0,5184,262144,1x512x512,0.13922759890556335,0,ISPY1_1218,1.0,-0.9999226927757263,-0.9999900460243225,-0.9999997615814209,786432,786432,3x512x512,9.151057383860461e-06,True,0,1.0,0.015565071254968643,2.7731377485906705e-05,2.346078872506041e-06,262144,262144,1x512x512,0.00022956576140131801,1.0,0.003921568859368563,7.755055412417278e-05,0.0,5184,262144,1x512x512,0.0005459905951283872
1.0,0.033545564860105515,0.00394076993688941,0.00022125919349491596,786432,786432,3x512x512,0.004802143666893244,1.0,1.0,0.0233154296875,0.0,6112,262144,1x512x512,0.1509033441543579,0,ISPY1_1219,1.0,-0.9997369050979614,-0.9999690651893616,-0.9999982714653015,786432,786432,3x512x512,3.7663641705876216e-05,True,0,1.0,0.12768150866031647,0.002291515003889799,8.855419082465232e-07,262144,262144,1x512x512,0.01563549041748047,1.0,0.003921568859368563,9.143305942416191e-05,0.0,6112,262144,1x512x512,0.000591777847148478
1.0,0.013729514554142952,0.0016960097709670663,8.392590098083019e-05,786432,786432,3x512x512,0.0018010979983955622,1.0,1.0,0.2240753173828125,0.0,58740,262144,1x512x512,0.416971892118454,0,ISPY1_1221,1.0,-0.9998922944068909,-0.9999866485595703,-0.9999993443489075,786432,786432,3x512x512,1.4126700989436358e-05,True,0,1.0,0.12172170728445053,0.0004648099129553884,2.35083120969648e-06,262144,262144,1x512x512,0.0060059200040996075,1.0,0.003921568859368563,0.0008787267142906785,0.0,58740,262144,1x512x512,0.001635184045881033
1.0,0.004837184213101864,0.00028353490051813424,0.0,744750,786432,3x512x512,0.0005882150726392865,1.0,1.0,0.018829345703125,0.0,4936,262144,1x512x512,0.13592204451560974,0,ISPY1_1222,1.0,-0.9999620318412781,-0.9999976754188538,-1.0,786432,786432,3x512x512,4.613737928593764e-06,True,0,1.0,0.0008273479761555791,1.560792043164838e-05,2.4972589471872197e-06,262144,262144,1x512x512,1.888563929242082e-05,1.0,0.003921568859368563,7.38405724405311e-05,0.0,4936,262144,1x512x512,0.0005330276326276362
1.0,0.009796441532671452,0.0018476533005014062,0.0,786429,786432,3x512x512,0.0019696520175784826,1.0,1.0,0.00907135009765625,0.0,2378,262144,1x512x512,0.09481065720319748,0,ISPY1_1224,1.0,-0.9999231696128845,-0.9999855160713196,-1.0,786432,786432,3x512x512,1.545154009363614e-05,True,0,1.0,0.01175009272992611,2.5814795662881806e-05,8.187456614905386e-07,262144,262144,1x512x512,0.0001788618537830189,1.0,0.003921568859368563,3.5573924833443016e-05,0.0,2378,262144,1x512x512,0.000371806527255103
1.0,0.0188356451690197,0.002688892185688019,0.0002517777029424906,786432,786432,3x512x512,0.002335614524781704,1.0,1.0,0.008270263671875,0.0,2168,262144,1x512x512,0.09056415408849716,0,ISPY1_1225,1.0,-0.9998522400856018,-0.9999788403511047,-0.9999980330467224,786432,786432,3x512x512,1.8318371076020412e-05,True,0,1.0,0.1215435042977333,0.000805585237685591,1.939617277457728e-06,262144,262144,1x512x512,0.009159374050796032,1.0,0.003921568859368563,3.243241008021869e-05,0.0,2168,262144,1x512x512,0.0003551535774022341
1.0,0.004924924112856388,0.000363153318176046,0.0,751824,786432,3x512x512,0.0005695760482922196,1.0,1.0,0.010223388671875,0.0,2680,262144,1x512x512,0.10059259831905365,0,ISPY1_1227,1.0,-0.9999613761901855,-0.9999971389770508,-1.0,786432,786432,3x512x512,4.466498467081692e-06,True,0,1.0,0.0001729428331600502,1.4425807421503123e-05,2.4982355171232484e-06,262144,262144,1x512x512,5.843989129061811e-06,1.0,0.003921568859368563,4.00917197111994e-05,0.0,2680,262144,1x512x512,0.000394480797694996
1.0,0.02130191959440708,0.002136149210855365,3.0518509447574615e-05,786432,786432,3x512x512,0.002575469668954611,1.0,1.0,0.02323150634765625,0.0,6090,262144,1x512x512,0.15063798427581787,0,ISPY1_1230,1.0,-0.9998329281806946,-0.9999832510948181,-0.9999997615814209,786432,786432,3x512x512,2.0204559405101463e-05,True,0,1.0,0.12099946290254593,0.00036968087079003453,2.3651853098272113e-06,262144,262144,1x512x512,0.004967997781932354,1.0,0.003921568859368563,9.110395330935717e-05,0.0,6090,262144,1x512x512,0.000590737268794328
1.0,0.0037423321045935154,0.0002574021345935762,0.0,750666,786432,3x512x512,0.0004566778661683202,1.0,1.0,0.0123748779296875,0.0,3244,262144,1x512x512,0.11055198311805725,0,ISPY1_1231,1.0,-0.9999706745147705,-0.9999978542327881,-1.0,786432,786432,3x512x512,3.5832390494761057e-06,True,0,1.0,0.0001729746873024851,1.3853117707185447e-05,2.494440650480101e-06,262144,262144,1x512x512,3.4838726605812553e-06,1.0,0.003921568859368563,4.852893471252173e-05,0.0,3244,262144,1x512x512,0.000433537206845358
1.0,0.008026367984712124,0.0013393861008808017,3.0518509447574615e-05,786432,786432,3x512x512,0.00126928451936692,1.0,1.0,0.01078033447265625,0.0,2826,262144,1x512x512,0.10326722264289856,0,ISPY1_1233,1.0,-0.9999370574951172,-0.9999895095825195,-0.9999997615814209,786432,786432,3x512x512,9.95892878563609e-06,True,0,1.0,0.00017262766778003424,1.6181829778361134e-05,6.524573450406024e-07,262144,262144,1x512x512,7.69562666391721e-06,1.0,0.003921568859368563,4.22758239437826e-05,0.0,2826,262144,1x512x512,0.00040496952715329826
1.0,0.008087405003607273,0.0008230002713389695,0.0,786429,786432,3x512x512,0.0008651007665321231,1.0,1.0,0.020290374755859375,0.0,5319,262144,1x512x512,0.14099176228046417,0,ISPY1_1235,1.0,-0.999936580657959,-0.9999935030937195,-1.0,786432,786432,3x512x512,6.789377493987558e-06,True,0,1.0,0.03376070782542229,3.106508665950969e-05,2.463168357280665e-06,262144,262144,1x512x512,0.00044507149141281843,1.0,0.003921568859368563,7.95701052993536e-05,0.0,5319,262144,1x512x512,0.0005529088666662574
1.0,0.0066225165501236916,0.001230504596605897,3.0518509447574615e-05,786432,786432,3x512x512,0.0010012057609856129,1.0,1.0,0.01158905029296875,0.0,3038,262144,1x512x512,0.1070268377661705,0,ISPY1_1236,1.0,-0.9999480843544006,-0.9999902844429016,-0.9999997615814209,786432,786432,3x512x512,7.856734555389266e-06,True,0,1.0,0.00017274211859330535,1.8656664906302467e-05,2.444650363031542e-06,262144,262144,1x512x512,1.2508494364737999e-05,1.0,0.003921568859368563,4.544725379673764e-05,0.0,3038,262144,1x512x512,0.00041971312020905316
1.0,0.031859416514635086,0.003362330375239253,0.00019074068404734135,786432,786432,3x512x512,0.003807946341112256,1.0,1.0,0.02386474609375,0.0,6256,262144,1x512x512,0.15262772142887115,0,ISPY1_1238,1.0,-0.9997501373291016,-0.9999735951423645,-0.9999985098838806,786432,786432,3x512x512,2.98662343993783e-05,True,0,1.0,0.12445148825645447,0.00239355955272913,2.3429129214491695e-06,262144,262144,1x512x512,0.016272354871034622,1.0,0.003921568859368563,9.358724491903558e-05,0.0,6256,262144,1x512x512,0.0005985401221551001
