accuracy,accuracy_std,dice,dice_std,fold,fps,hausdorff,hausdorff_std,iou,iou_std,precision,precision_std,relative_area_diff,relative_area_diff_std,sensitivity,sensitivity_std,specificity,specificity_std
0.9806010127067566,0.034918412566185,0.00014002213720232248,0.0006028374773450196,-1.0,9.530522346496582,638.1245727539062,191.85345458984375,7.010428089415655e-05,0.0003018552088178694,0.2650989294052124,0.4475746750831604,0.9587076902389526,0.800108790397644,8.534845255780965e-05,0.00036949513014405966,0.997921884059906,0.0031908988021314144
