sample_id,dice,iou,sensitivity,specificity,precision,accuracy
ISPY1_1096,0.6099597006332758,0.438807206460965,0.4396265560165975,0.9999650246381994,0.9957706766917294,0.9896621704101562
ISPY1_1097,0.24151875982925186,0.13734508751756738,0.13789122626988198,0.9998781197414566,0.9719710669077758,0.9742431640625
ISPY1_1098,0.40190959271967774,0.25149365197908885,0.25149365197908885,1.0,1.0,0.9847068786621094
ISPY1_1099,0.0,0.0,0.0,1.0,1.0,0.9634857177734375
ISPY1_1100,0.5535580524344569,0.38270326255826,0.383298755186722,0.9999884711163034,0.9959568733153639,0.995452880859375
ISPY1_1101,0.5166121842496285,0.34826508534337686,0.36024535809018565,0.9983405310300704,0.9128334383532871,0.9689750671386719
ISPY1_1102,0.4025576869613567,0.2520013922728855,0.2520891364902507,0.9999961430466846,0.9986206896551724,0.9918022155761719
ISPY1_1103,0.629592451314997,0.45941986522121303,0.7567567567567568,0.9948437355809161,0.5390168442763836,0.9929618835449219
ISPY1_1104,0.6797651309846432,0.5148819705781731,0.5154109589041096,0.9999765902990199,0.9980106100795756,0.9891815185546875
ISPY1_1106,0.0,0.0,0.0,1.0,1.0,0.9656829833984375
ISPY1_1107,0.8944672131147541,0.809082483781279,0.8765060240963856,0.9993619114978936,0.9131799163179917,0.9984283447265625
ISPY1_1112,0.464,0.3020833333333333,0.3020833333333333,1.0,1.0,0.9920768737792969
ISPY1_1114,0.0,0.0,0.0,1.0,1.0,0.9598236083984375
ISPY1_1117,0.4823655147844674,0.31784037558685446,0.3570675105485232,0.9991008576434786,0.743139407244786,0.9944572448730469
ISPY1_1122,0.6875523538281119,0.52387030890988,0.5474919957310566,0.999345965107819,0.9239081494822152,0.9928855895996094
ISPY1_1123,0.2738755215179745,0.1586649890735713,0.15867549668874173,0.9999959521380807,0.9995828118481435,0.9515342712402344
ISPY1_1124,0.31979896839042454,0.19033375314861462,0.19033375314861462,1.0,1.0,0.9607620239257812
ISPY1_1125,0.0,0.0,0.0,1.0,1.0,0.973297119140625
ISPY1_1127,0.0,0.0,0.0,0.9890587276445894,0.0,0.9814071655273438
ISPY1_1128,0.27438579421065434,0.1590076120665351,0.889589905362776,0.9776675508670786,0.1622088006902502,0.9772415161132812
ISPY1_1129,0.45388540031397173,0.2935651732453357,0.2957800511508951,0.9992584337450353,0.9751264755480608,0.9363021850585938
ISPY1_1130,0.0,0.0,0.0,0.960816853362836,0.0,0.9541168212890625
ISPY1_1132,0.8501335924216663,0.739332488381918,0.8462282398452611,0.9988503360556145,0.854075158613958,0.9976463317871094
ISPY1_1134,0.7265432897631681,0.5705284552845529,0.6171943711521548,0.9985558781968664,0.8829820698332809,0.9919395446777344
ISPY1_1135,0.9027839151568714,0.8227950060410794,0.8598484848484849,0.9995880939915617,0.9502325581395349,0.998321533203125
ISPY1_1136,0.31499218139171226,0.18693811263847804,0.2154987964696443,0.9907560237551984,0.5851488743645606,0.9465255737304688
ISPY1_1137,0.19458544839255498,0.1077788191190253,0.3484848484848485,0.9886973591387296,0.13497652582159625,0.9854736328125
ISPY1_1139,0.086294626235883,0.04509295287505404,0.04534782608695652,0.9994563944736226,0.8891730605285593,0.9157447814941406
