checkpoint,dataset,fold,test_accuracy,test_dice,test_iou,test_loss,test_precision,test_relative_area_diff,test_sensitivity,test_specificity,training_seconds,val_accuracy,val_dice,val_iou,val_loss,val_precision,val_relative_area_diff,val_sensitivity,val_specificity
/home/jovyan/thesis_project/FM_thesis/VersaMammo/downstream/Segment/saved_model/VersaMammo_format/VersaMammo (Enb5).pth,VersaMammo_format,,0.9959923593621505,0.7599271839547651,0.6863026426450133,0.2968921073173222,0.8700461798532959,0.42794489564915755,0.7867297766594258,0.9980055807463758,357.31824111938477,0.9966325759887695,0.8394631320241132,0.7380533164606913,0.22826496542741856,0.8983696821263324,0.2919393222038139,0.8303173086886342,0.9987928829935476
