checkpoint,dataset,fold,test_accuracy,test_dice,test_iou,test_loss,test_precision,test_relative_area_diff,test_sensitivity,test_specificity,training_seconds,val_accuracy,val_dice,val_iou,val_loss,val_precision,val_relative_area_diff,val_sensitivity,val_specificity
/home/jovyan/thesis_project/FM_thesis/VersaMammo/downstream/Segment/saved_model/INbreast/VersaMammo (Enb5).pth,INbreast,,0.9899366278397409,0.08051379197338206,0.050871539324659196,0.9855984888578716,0.681743907185964,0.9416498655369504,0.1118226955766037,0.9954970568298254,379.29146337509155,0.9916413625081381,0.09136216885994923,0.05653055885971107,0.9721027215321859,0.7631384171561603,1.2686691610550558,0.11104130986507739,0.9972586726465636
