accuracy,dice,image_id,iou,precision,sensitivity,specificity
0.9611129760742188,0.09687707641196014,3_L_CC_R1,0.05090426646183926,0.053922777257261204,0.4762630662020906,0.963245605296633
0.9554958343505859,0.07032432863176348,3_L_MLO_R1,0.03644360017344263,0.03743769222611094,0.578498852835136,0.9565959685325555
0.9438381195068359,0.0,4_R_CC_R2,0.0,0.0,0.0,0.9506193473032266
0.9231996536254883,0.0,4_R_MLO_R2,0.0,0.0,0.0,0.9395557893551725
0.9539222717285156,0.009796286428659262,6_L_CC_R1,0.004922253115024199,0.005059057618221075,0.15399484536082475,0.9551080013447638
